ITERATION, [OBJ_FUNC]OBJECTIVE-1, [OBJ]OBJ_FUNC_DRESP:D-RESPONSE-2, [OBJ]OBJ_FUNC_TERM:D-RESPONSE-2, [CON]OPT-CONSTRAINT-1:LE:D-RESPONSE-1, [VAR]D-RESPONSE-1, [VAR]D-RESPONSE-2, [VAR]AV_CONV_SET-8_ELEM, [VAR]AV_CHG_OBJF_SET-8_ELEM, [VAR]AV_CHG_DV_SET-8_ELEM, [VAR]AV_CONV_TRUE_SET-8_ELEM
Norm-Values:, 1.8643537e+4, 1.8643537e+4, 1.8643537e+4, 4.0192250e-4, 2.0096125e-3, 1.8643537e+4, 0.0000000, 1.0000000e-3, 4.9999999e-3, 9.9000001e-1
0, 1.8643537e+4, 1.8643537e+4, 1.8643537e+4, 4.0192259e-4, 4.0192259e-4, 1.8643537e+4, 0.0000000, 0.0000000, 0.0000000, 9.9000001e-1
